id,classgrp,grpa,grpb,grpc,grpd,grpe,grpf,grpg,grph,grpi,grpj,grpk,grpl,grpm,grpn,grpo,grp1a,grp1b,grp1c,grp1d,grp1e,grp1f,grp1g,grp1h,grp1i,grp1j,grp1k,grp1l,grp1m,grp1n,grp1o,grp2a,grp2b,grp2c,grp2d,grp2e,grp2f,grp2g,grp2h,grp2i,grp2j,grp2k,grp2l,grp2m,grp2n,grp2o,grp3a,grp3b,grp3c,grp3d,grp3e,grp3f,grp3g,grp3h,grp3i,grp3j,grp3k,grp3l,grp3m,grp3n,grp3o,grp4a,grp4b,grp4c,grp4d,grp4e,grp4f,grp4g,grp4h,grp4i,grp4j,grp4k,grp4l,grp4m,grp4n,grp4o,classid
7070606,1,7070653,7070627,7070648,7070663,7070622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070607,1,7070624,7070666,7070641,7070628,7070634,7070655,7070629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070608,2,,,,,,,,,,,,,,,,7070607,7070624,7070641,7070625,,,,,,,,,,,,7070671,7070658,7070648,7070650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070609,1,7070649,7070657,,,,,,,,,,,,,,7070655,7070656,7070616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070610,,7070635,7070651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070611,1,7070644,7070613,7070632,,,,,,,,,,,,,7070671,7070648,7070652,7070637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070612,1,7070646,7070631,,,,,,,,,,,,,,7070604,7070642,,,,,,,,,,,,,,7070627,7070623,,,,,,,,,,,,,,7070656,7070655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070613,,,,,,,,,,,,,,,,,7070653,7070622,7070671,7070648,7070633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070614,1,7070604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070615,1,7070661,7070639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070616,1,7070628,7070624,,,,,,,,,,,,,,7070616,7070628,7070630,,,,,,,,,,,,,7070671,7070622,7070653,7070648,7070652,,,,,,,,,,,7070642,7070662,7070621,,,,,,,,,,,,,7070604,7070657,7070638,,,,,,,,,,,,,70706
7070617,1,7070665,7070644,7070611,7070668,7070630,,,,,,,,,,,7070622,7070671,7070653,,,,,,,,,,,,,7070630,7070654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070618,1,7070644,7070611,,,,,,,,,,,,,,7070656,7070655,7070616,,,,,,,,,,,,,7070607,7070628,7070624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070619,1,7070608,7070603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070620,1,7070644,7070654,7070667,,,,,,,,,,,,,7070653,7070622,7070671,7070648,7070633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070621,1,7070604,7070642,7070632,7070638,7070662,7070636,7070658,,,,,,,,,7070622,7070652,,,,,,,,,,,,,,7070656,7070655,7070616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070622,1,7070653,,,,,,,,,,,,,,,7070622,7070653,7070671,7070650,,,,,,,,,,,,7070616,7070655,7070656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070623,,7070627,7070663,7070631,7070653,7070623,,,,,,,,,,,7070654,7070642,7070668,7070640,,,,,,,,,,,,7070616,7070639,7070655,7070625,,,,,,,,,,,,7070649,7070609,7070659,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070626,1,7070644,7070613,7070634,,,,,,,,,,,,,7070644,7070613,7070620,7070634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070627,,7070623,7070671,7070652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070628,1,7070607,7070624,,,,,,,,,,,,,,7070666,7070667,7070630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070629,1,7070628,7070634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070630,1,7070654,7070665,7070667,7070620,,,,,,,,,,,,7070654,7070665,7070617,7070619,7070626,7070634,7070667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070631,,7070653,7070623,7070627,,,,,,,,,,,,,7070637,7070653,7070650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070632,1,7070604,7070611,7070621,7070642,,,,,,,,,,,,7070650,7070648,7070671,7070653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070633,,7070671,7070605,,,,,,,,,,,,,,7070671,7070648,7070633,7070637,7070605,7070650,7070622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070634,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070635,1,7070649,7070651,7070610,7070659,7070657,7070606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070636,1,7070658,7070659,7070604,7070621,7070657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070637,1,7070605,7070648,7070652,7070653,7070633,7070650,,,,,,,,,,7070605,7070652,7070648,7070622,7070650,7070633,7070671,,,,,,,,,7070653,7070631,7070663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070638,,7070604,7070621,7070632,,,,,,,,,,,,,7070658,7070636,,,,,,,,,,,,,,7070604,7070614,,,,,,,,,,,,,,7070623,7070631,7070627,,,,,,,,,,,,,7070653,7070671,,,,,,,,,,,,,,70706
7070639,1,7070615,7070669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070640,1,7070624,7070668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070641,,7070634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070643,2,,,,,,,,,,,,,,,,7070623,7070627,,,,,,,,,,,,,,7070642,7070662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070644,1,7070620,7070654,7070667,7070668,,,,,,,,,,,,7070620,7070667,7070611,7070654,7070626,7070634,,,,,,,,,,7070668,7070640,7070641,7070617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070645,,7070660,7070638,7070604,7070647,,,,,,,,,,,,7070616,7070656,7070655,7070664,,,,,,,,,,,,7070649,7070609,7070658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070646,1,7070612,7070657,7070649,7070659,7070609,7070626,7070611,7070635,7070610,7070651,,,,,,7070612,7070631,7070663,7070623,,,,,,,,,,,,7070604,7070662,7070642,7070636,7070621,7070632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070647,1,7070670,7070669,,,,,,,,,,,,,,7070645,7070665,,,,,,,,,,,,,,7070619,7070656,,,,,,,,,,,,,,7070644,7070628,,,,,,,,,,,,,,7070670,7070669,,,,,,,,,,,,,,70706
7070648,1,7070623,7070653,7070671,,,,,,,,,,,,,7070671,7070652,7070653,7070622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070649,1,7070609,7070659,7070657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070650,1,7070671,7070653,7070637,7070605,,,,,,,,,,,,7070649,7070609,7070657,7070612,7070646,,,,,,,,,,,7070612,7070646,,,,,,,,,,,,,,7070614,7070604,7070621,,,,,,,,,,,,,7070622,7070648,7070652,7070650,,,,,,,,,,,,70706
7070651,1,7070610,7070635,7070649,7070609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070652,1,7070653,,,,,,,,,,,,,,,7070671,7070648,7070652,7070633,,,,,,,,,,,,7070637,7070605,7070650,,,,,,,,,,,,,7070656,7070655,7070616,,,,,,,,,,,,,7070607,7070624,7070666,,,,,,,,,,,,,70706
7070653,1,7070622,7070671,7070637,,,,,,,,,,,,,7070648,7070652,7070671,7070637,,,,,,,,,,,,7070663,7070631,7070627,7070623,,,,,,,,,,,,7070655,7070656,7070634,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070654,1,7070644,7070634,7070667,7070618,7070666,7070626,7070624,7070617,7070611,,,,,,,7070644,7070654,7070620,7070667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070656,1,7070628,7070634,,,,,,,,,,,,,,7070628,7070634,7070616,7070655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070657,1,7070609,7070646,7070636,,,,,,,,,,,,,7070649,7070609,7070658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070658,1,7070642,7070636,7070608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070659,1,7070649,7070609,7070636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070660,1,7070645,7070670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070661,1,7070615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070663,1,7070623,7070653,7070612,7070627,7070631,7070643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070664,1,7070603,7070656,7070616,7070628,7070630,,,,,,,,,,,7070645,7070661,7070665,7070601,7070615,7070639,7070640,7070668,,,,,,,,7070644,7070607,7070654,7070620,7070618,,,,,,,,,,,7070671,7070653,7070648,7070622,7070652,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070665,1,7070617,7070630,7070668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070666,1,7070667,7070624,,,,,,,,,,,,,,7070667,7070669,7070670,7070616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070667,,7070620,7070666,7070629,,,,,,,,,,,,,7070620,7070666,,,,,,,,,,,,,,7070629,7070634,,,,,,,,,,,,,,7070654,7070644,,,,,,,,,,,,,,7070647,,,,,,,,,,,,,,,70706
7070668,1,7070669,7070670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070669,1,7070670,7070668,7070639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070670,1,7070668,7070669,7070628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070671,1,7070653,7070650,7070648,7070605,,,,,,,,,,,,7070655,7070656,7070616,7070664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70706
7070701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070702,1,7070727,7070758,7070703,,,,,,,,,,,,,7070727,7070758,,,,,,,,,,,,,,7070707,7070751,7070736,7070731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070703,1,,,,,,,,,,,,,,,,7070703,7070702,7070727,7070758,7070767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070705,1,7070766,7070757,7070723,7070750,7070726,7070755,,,,,,,,,,7070750,,7070766,7070702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070706,1,7070763,7070734,,,,,,,,,,,,,,7070714,7070729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070707,1,7070748,7070736,7070741,7070757,7070750,7070724,7070763,7070723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070708,1,7070757,,,,,,,,,,,,,,,7070757,7070708,7070728,,,,,,,,,,,,,7070739,7070723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070709,1,7070711,,,,,,,,,,,,,,,7070711,7070743,7070732,,,,,,,,,,,,,7070711,7070743,7070732,,,,,,,,,,,,,7070758,,,,,,,,,,,,,,,7070703,,,,,,,,,,,,,,,70707
7070710,1,7070756,7070737,7070760,7070742,,,,,,,,,,,,7070723,7070717,7070708,7070745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070711,1,7070732,7070743,7070715,7070709,,,,,,,,,,,,7070723,7070730,7070747,7070717,7070715,,,,,,,,,,,7070739,7070757,7070725,7070708,7070762,,,,,,,,,,,7070755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070712,1,7070738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070713,1,7070761,7070735,7070749,7070758,7070748,7070733,7070706,7070742,7070744,7070746,7070741,7070705,7070704,7070760,7070710,7070735,7070761,7070733,7070704,7070710,,,,,,,,,,,7070742,7070758,7070748,7070727,7070744,7070741,,,,,,,,,,7070706,7070763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070715,1,7070730,7070717,7070747,7070723,7070724,7070743,,,,,,,,,,7070730,7070717,7070747,,,,,,,,,,,,,7070743,7070711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070716,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070717,1,7070730,7070724,7070715,7070723,7070707,7070738,7070766,,,,,,,,,7070732,7070711,7070709,7070743,,,,,,,,,,,,7070757,7070708,7070739,,,,,,,,,,,,,7070727,7070758,7070756,,,,,,,,,,,,,7070730,7070717,7070715,7070724,7070723,7070747,,,,,,,,,,70707
7070718,1,7070722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070720,1,7070745,7070752,7070739,7070767,7070718,7070766,,,,,,,,,,7070723,7070747,7070715,,,,,,,,,,,,,7070720,7070739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070721,1,7070720,7070762,7070746,7070735,7070716,7070752,7070745,,,,,,,,,7070720,7070762,7070746,7070735,7070752,7070745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070722,1,7070761,7070718,,,,,,,,,,,,,,7070730,7070717,,,,,,,,,,,,,,7070718,7070722,7070761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070723,1,7070730,7070739,7070708,7070758,7070717,7070727,,,,,,,,,,7070730,7070723,7070747,7070717,,,,,,,,,,,,7070731,7070736,7070751,7070733,7070707,,,,,,,,,,,7070756,7070760,7070710,7070737,7070726,,,,,,,,,,,7070757,7070708,,,,,,,,,,,,,,70707
7070724,1,7070717,7070747,7070716,7070730,7070756,7070738,7070748,7070727,7070758,7070751,7070707,,,,,7070743,7070732,7070715,7070711,7070709,,,,,,,,,,,7070751,7070707,7070736,7070731,7070733,7070750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070725,1,7070753,7070755,7070765,7070708,7070728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070726,1,7070760,7070710,7070731,7070750,7070707,7070737,7070751,,,,,,,,,7070751,7070731,7070736,7070733,,,,,,,,,,,,7070757,7070739,7070708,7070728,,,,,,,,,,,,7070756,7070757,7070737,,,,,,,,,,,,,7070727,7070758,7070741,7070744,,,,,,,,,,,,70707
7070727,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070728,1,7070703,7070715,7070739,7070766,,,,,,,,,,,,7070757,7070708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070730,1,7070747,7070723,7070717,7070724,,,,,,,,,,,,7070724,7070723,7070717,7070730,7070715,,,,,,,,,,,7070711,7070743,7070732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070731,1,7070751,7070736,,,,,,,,,,,,,,7070723,7070765,7070728,,,,,,,,,,,,,7070743,7070732,7070720,,,,,,,,,,,,,7070757,7070739,7070716,7070754,,,,,,,,,,,,7070756,7070705,7070741,,,,,,,,,,,,,70707
7070732,1,7070743,,,,,,,,,,,,,,,7070711,7070732,7070743,,,,,,,,,,,,,7070717,7070724,7070723,7070730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070733,1,7070736,7070731,7070751,,,,,,,,,,,,,7070739,7070761,7070752,,,,,,,,,,,,,7070757,7070708,7070721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070734,1,7070710,7070742,7070726,7070760,,,,,,,,,,,,7070731,7070751,7070736,7070733,7070750,7070759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070735,1,7070761,,,,,,,,,,,,,,,7070757,7070708,,,,,,,,,,,,,,7070723,7070739,,,,,,,,,,,,,,7070727,7070758,,,,,,,,,,,,,,7070733,7070736,,,,,,,,,,,,,,70707
7070736,1,7070751,7070731,,,,,,,,,,,,,,7070751,7070731,,,,,,,,,,,,,,7070757,7070728,7070723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070737,1,7070710,7070756,,,,,,,,,,,,,,7070756,7070710,7070749,7070737,,,,,,,,,,,,7070711,7070709,,,,,,,,,,,,,,7070732,7070743,,,,,,,,,,,,,,7070731,7070751,7070736,7070733,,,,,,,,,,,,70707
7070738,1,7070724,7070712,7070766,7070723,7070739,7070743,7070748,7070726,,,,,,,,7070717,7070730,7070747,7070724,,,,,,,,,,,,7070756,7070759,7070749,7070742,7070710,7070702,,,,,,,,,,7070758,7070741,7070727,,,,,,,,,,,,,7070707,7070751,7070763,,,,,,,,,,,,,70707
7070739,1,7070720,7070738,7070734,7070726,,,,,,,,,,,,7070757,7070708,7070728,,,,,,,,,,,,,7070725,7070753,,,,,,,,,,,,,,7070751,7070731,7070736,7070733,,,,,,,,,,,,7070763,7070706,,,,,,,,,,,,,,70707
7070740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070741,1,7070707,7070710,,,,,,,,,,,,,,7070707,7070703,7070727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070742,1,7070710,7070734,7070749,,,,,,,,,,,,,7070731,7070751,7070736,,,,,,,,,,,,,7070757,7070739,7070723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070743,1,7070732,7070711,,,,,,,,,,,,,,7070732,7070711,7070709,7070743,,,,,,,,,,,,,,,,,,,,,,,,,,,7070703,7070727,,,,,,,,,,,,,,7070733,7070731,7070751,7070736,,,,,,,,,,,,70707
7070744,1,7070758,7070749,7070738,7070742,7070741,7070713,7070748,,,,,,,,,7070727,7070703,7070758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070746,2,,,,,,,,,,,,,,,,7070767,7070740,7070718,7070722,7070761,,,,,,,,,,,7070720,7070745,7070752,,,,,,,,,,,,,7070710,7070737,7070756,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070747,1,7070730,7070717,7070724,7070723,7070715,,,,,,,,,,,7070708,7070757,7070739,,,,,,,,,,,,,7070745,7070762,7070720,7070752,,,,,,,,,,,,7070758,7070727,7070741,7070744,,,,,,,,,,,,7070709,7070711,7070732,7070743,,,,,,,,,,,,70707
7070748,1,7070758,7070727,,,,,,,,,,,,,,7070758,7070727,7070703,7070702,7070748,,,,,,,,,,,7070737,7070710,7070756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070749,1,7070756,7070710,7070737,7070759,7070741,7070744,7070738,7070712,7070758,7070704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070750,1,7070751,7070736,7070731,7070707,7070759,,,,,,,,,,,7070751,7070736,7070731,7070707,7070759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070751,1,7070736,7070707,7070731,7070727,7070703,,,,,,,,,,,7070739,7070723,,,,,,,,,,,,,,7070708,7070757,,,,,,,,,,,,,,7070706,7070763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070752,1,7070720,7070762,7070745,7070721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070753,1,7070725,7070760,7070755,7070765,,,,,,,,,,,,7070757,7070708,7070739,7070728,,,,,,,,,,,,7070724,7070716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070754,2,,,,,,,,,,,,,,,,7070757,7070708,7070739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070755,1,7070765,7070732,7070743,7070705,,,,,,,,,,,,,7070757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070756,1,7070710,7070737,7070759,7070727,,,,,,,,,,,,7070759,7070727,,,,,,,,,,,,,,7070767,7070718,,,,,,,,,,,,,,7070724,7070716,,,,,,,,,,,,,,7070760,7070726,,,,,,,,,,,,,,70707
7070757,,7070727,7070723,7070758,7070716,,,,,,,,,,,,7070723,7070757,7070736,7070758,7070707,,,,,,,,,,,7070762,7070720,,,,,,,,,,,,,,7070727,7070758,7070748,,,,,,,,,,,,,7070736,7070751,7070731,,,,,,,,,,,,,70707
7070758,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070759,1,7070727,7070758,7070756,,,,,,,,,,,,,7070727,7070756,7070749,,,,,,,,,,,,,7070723,7070763,,,,,,,,,,,,,,7070716,7070724,,,,,,,,,,,,,,7070717,7070722,,,,,,,,,,,,,,70707
7070760,1,7070753,7070701,7070703,7070755,7070738,7070765,7070725,7070751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
