id,classgrp,grpa,grpb,grpc,grpd,grpe,grpf,grpg,grph,grpi,grpj,grpk,grpl,grpm,grpn,grpo,grp1a,grp1b,grp1c,grp1d,grp1e,grp1f,grp1g,grp1h,grp1i,grp1j,grp1k,grp1l,grp1m,grp1n,grp1o,grp2a,grp2b,grp2c,grp2d,grp2e,grp2f,grp2g,grp2h,grp2i,grp2j,grp2k,grp2l,grp2m,grp2n,grp2o,grp3a,grp3b,grp3c,grp3d,grp3e,grp3f,grp3g,grp3h,grp3i,grp3j,grp3k,grp3l,grp3m,grp3n,grp3o,grp4a,grp4b,grp4c,grp4d,grp4e,grp4f,grp4g,grp4h,grp4i,grp4j,grp4k,grp4l,grp4m,grp4n,grp4o,classid
7070761,1,7070718,7070722,7070735,7070743,,,,,,,,,,,,7070723,7070747,7070730,7070717,7070724,7070715,,,,,,,,,,7070762,7070720,7070721,7070735,7070752,7070716,7070745,,,,,,,,,7070757,7070708,7070728,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070762,1,7070752,7070720,7070745,7070716,7070708,,,,,,,,,,,7070752,7070720,7070762,7070745,,,,,,,,,,,,7070717,7070723,7070730,,,,,,,,,,,,,7070743,7070711,7070715,,,,,,,,,,,,,7070710,7070737,7070756,,,,,,,,,,,,,70707
7070763,,7070706,7070713,,,,,,,,,,,,,,7070751,7070731,7070736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070765,2,,,,,,,,,,,,,,,,7070757,7070708,7070728,,,,,,,,,,,,,7070753,7070725,,,,,,,,,,,,,,7070710,7070737,7070756,,,,,,,,,,,,,7070729,7070714,,,,,,,,,,,,,,70707
7070766,1,7070705,7070738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070767,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70707
7070801,1,7070849,7070860,7070842,7070830,7070826,,,,,,,,,,,7070849,7070842,7070826,,,,,,,,,,,,,7070860,7070857,,,,,,,,,,,,,,7070834,7070838,,,,,,,,,,,,,,7070823,7070850,,,,,,,,,,,,,,70708
7070802,1,7070851,7070816,7070824,7070803,7070823,7070806,7070826,7070810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070803,1,7070802,7070816,,,,,,,,,,,,,,7070832,7070855,7070805,7070857,7070856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070804,1,7070826,7070842,7070820,7070810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070805,1,7070856,7070857,,,,,,,,,,,,,,7070855,7070832,7070839,,,,,,,,,,,,,7070810,7070846,7070840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070806,1,7070820,7070802,7070826,7070815,7070826,7070831,7070824,7070855,,,,,,,,7070804,7070858,7070820,7070814,7070818,,,,,,,,,,,7070803,7070820,7070830,7070828,7070815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070807,1,7070828,7070813,,,,,,,,,,,,,,7070805,7070856,7070857,,,,,,,,,,,,,7070855,7070832,7070839,,,,,,,,,,,,,7070833,7070828,7070821,,,,,,,,,,,,,7070849,7070801,7070818,,,,,,,,,,,,,70708
7070808,1,7070844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070809,1,7070836,7070833,7070821,7070837,,,,,,,,,,,,7070856,7070839,,,,,,,,,,,,,,7070822,7070823,7070813,7070807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070810,1,7070840,7070804,7070802,7070851,7070846,7070822,7070834,7070832,,,,,,,,7070846,7070840,7070838,7070834,7070841,7070848,7070853,,,,,,,,,7070802,7070851,7070804,7070842,7070822,7070823,7070809,,,,,,,,,7070832,7070856,7070855,,,,,,,,,,,,,7070801,7070849,,,,,,,,,,,,,,70708
7070811,1,7070835,7070836,7070809,7070833,7070837,7070831,7070827,7070843,,,,,,,,7070828,7070821,7070845,,,,,,,,,,,,,7070809,7070836,7070833,7070837,7070860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070812,1,7070847,7070854,7070829,7070848,,,,,,,,,,,,7070847,7070854,7070829,7070859,,,,,,,,,,,,7070804,7070810,7070846,,,,,,,,,,,,,7070850,7070823,7070801,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070813,1,7070807,,,,,,,,,,,,,,,7070856,7070857,7070805,,,,,,,,,,,,,7070855,7070839,7070832,,,,,,,,,,,,,7070860,7070828,,,,,,,,,,,,,,7070810,7070846,,,,,,,,,,,,,,70708
7070814,1,7070820,7070844,7070831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070815,1,7070826,7070824,7070808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070816,1,7070802,,,,,,,,,,,,,,,7070802,7070824,7070851,7070803,,,,,,,,,,,,7070803,7070815,7070806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070817,1,7070831,,,,,,,,,,,,,,,7070845,7070822,7070823,,,,,,,,,,,,,7070831,7070830,,,,,,,,,,,,,,7070820,7070844,7070814,,,,,,,,,,,,,7070842,7070804,7070825,,,,,,,,,,,,,70708
7070818,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070819,1,7070822,7070802,7070806,,,,,,,,,,,,,7070849,7070801,7070850,7070808,7070823,,,,,,,,,,,7070857,7070805,7070856,7070839,,,,,,,,,,,,7070842,7070818,7070813,7070849,,,,,,,,,,,,7070802,7070806,7070851,,,,,,,,,,,,,70708
7070820,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070821,1,7070828,7070833,7070811,7070836,7070837,,,,,,,,,,,7070828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7070833,7070837,7070811,,,,,,,,,,,,,7070836,7070809,,,,,,,,,,,,,,70708
7070822,1,7070823,7070845,7070852,,,,,,,,,,,,,7070857,7070856,7070805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070823,1,7070822,7070845,,,,,,,,,,,,,,7070822,7070845,7070852,7070842,,,,,,,,,,,,7070832,7070810,7070856,,,,,,,,,,,,,7070829,7070812,7070847,,,,,,,,,,,,,7070801,7070849,,,,,,,,,,,,,,70708
7070824,1,7070826,7070802,7070819,7070808,7070860,,,,,,,,,,,7070802,7070851,7070803,7070816,,,,,,,,,,,,7070850,7070823,,,,,,,,,,,,,,7070831,7070820,7070844,,,,,,,,,,,,,7070852,7070801,7070819,,,,,,,,,,,,,70708
7070825,1,7070808,7070830,7070843,7070812,,,,,,,,,,,,7070827,7070812,7070835,7070829,7070859,7070854,7070847,,,,,,,,,7070821,7070828,7070836,7070811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070826,1,7070802,7070851,7070804,7070842,7070801,,,,,,,,,,,7070839,7070832,7070805,7070855,7070856,,,,,,,,,,,7070810,7070846,7070848,7070853,,,,,,,,,,,,7070801,7070849,7070842,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070827,1,7070812,7070847,7070854,7070829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070828,1,7070821,7070807,7070846,7070855,7070830,7070851,7070860,,,,,,,,,7070846,7070855,7070805,7070857,7070856,,,,,,,,,,,7070812,7070854,7070859,7070837,7070827,,,,,,,,,,,7070801,7070819,7070802,,,,,,,,,,,,,7070852,7070822,7070845,,,,,,,,,,,,,70708
7070829,1,7070847,7070854,7070827,7070812,7070859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070830,1,7070822,7070852,7070831,7070842,,,,,,,,,,,,7070846,7070853,7070840,,,,,,,,,,,,,7070855,7070805,7070832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070831,1,7070830,7070822,7070843,7070824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070832,1,7070855,7070839,,,,,,,,,,,,,,7070812,7070827,7070854,7070847,,,,,,,,,,,,7070849,7070823,7070850,7070801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070833,1,7070836,7070809,7070811,7070837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070834,1,7070838,,,,,,,,,,,,,,,7070848,7070853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070835,2,,,,,,,,,,,,,,,,7070847,7070859,7070854,7070829,7070827,7070812,,,,,,,,,,7070832,7070856,7070805,7070855,7070839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070836,1,7070809,7070833,7070821,,,,,,,,,,,,,7070821,7070828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070837,1,7070833,7070847,7070860,7070829,7070836,7070827,,,,,,,,,,7070821,7070828,,,,,,,,,,,,,,7070809,7070836,7070811,,,,,,,,,,,,,7070807,7070813,,,,,,,,,,,,,,7070810,7070846,,,,,,,,,,,,,,70708
7070838,1,7070834,7070841,7070839,7070840,,,,,,,,,,,,7070834,7070841,7070853,7070810,7070840,7070848,7070846,,,,,,,,,7070839,7070807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070839,1,7070855,7070832,7070838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070840,1,,,,,,,,,,,,,,,,7070804,7070842,7070810,7070826,,,,,,,,,,,,7070823,7070801,7070860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070841,2,,,,,,,,,,,,,,,,7070823,7070845,7070822,7070819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070842,1,7070804,7070826,7070810,,,,,,,,,,,,,7070822,7070852,7070823,7070845,7070850,,,,,,,,,,,7070853,7070825,7070837,7070829,7070808,7070847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070843,1,7070831,7070802,7070824,7070851,,,,,,,,,,,,7070826,7070802,7070815,7070824,7070816,7070803,7070851,,,,,,,,,7070831,7070844,7070825,7070845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070844,1,7070820,7070831,7070814,,,,,,,,,,,,,7070820,7070814,7070831,7070825,7070858,,,,,,,,,,,7070804,7070842,7070818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070845,1,7070823,7070822,,,,,,,,,,,,,,7070822,7070823,7070850,,,,,,,,,,,,,7070858,7070822,,,,,,,,,,,,,,7070860,7070857,,,,,,,,,,,,,,7070828,7070860,,,,,,,,,,,,,,70708
7070846,1,7070841,7070853,7070855,7070838,,,,,,,,,,,,7070855,7070832,7070856,7070813,7070807,7070805,7070857,7070839,,,,,,,,7070852,7070823,7070822,7070858,7070850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070847,1,7070829,7070854,7070812,7070859,,,,,,,,,,,,7070821,7070836,7070837,7070828,7070833,,,,,,,,,,,7070810,7070804,7070842,7070826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070848,1,7070853,,,,,,,,,,,,,,,7070810,7070853,7070841,7070838,7070846,7070840,7070834,,,,,,,,,7070812,7070854,7070829,7070859,7070847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070849,1,7070801,7070818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070850,1,7070822,7070845,7070852,7070823,,,,,,,,,,,,7070801,7070823,7070808,7070849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070851,1,7070802,7070810,7070860,7070857,7070826,7070843,7070824,,,,,,,,,7070843,7070826,7070803,7070816,7070802,7070815,7070824,,,,,,,,,7070801,7070849,7070852,7070823,7070817,7070845,7070842,7070830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070852,1,7070822,7070845,,,,,,,,,,,,,,7070822,7070845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7070823,7070850,,,,,,,,,,,,,,7070826,7070843,7070803,7070824,7070816,,,,,,,,,,,70708
7070853,1,7070848,7070805,7070847,7070829,,,,,,,,,,,,7070821,7070828,7070860,,,,,,,,,,,,,7070849,7070801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070854,1,7070812,7070829,7070847,7070848,7070827,,,,,,,,,,,7070812,7070829,7070847,,,,,,,,,,,,,7070848,7070859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070855,1,7070805,7070857,7070856,7070832,7070839,,,,,,,,,,,7070854,7070829,7070847,7070859,7070835,7070827,7070812,,,,,,,,,7070833,7070837,7070809,7070860,,,,,,,,,,,,7070840,7070838,7070834,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070857,1,7070805,7070856,7070830,,,,,,,,,,,,,7070810,7070846,7070848,7070853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070858,1,7070822,7070845,7070823,7070852,7070806,7070831,7070843,,,,,,,,,7070856,7070855,7070857,7070805,7070839,7070813,7070807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70708
7070859,1,7070835,7070854,7070847,7070812,7070829,7070821,7070809,7070848,,,,,,,,7070810,7070848,7070846,7070840,7070838,7070853,7070834,7070841,,,,,,,,7070813,7070857,7070856,7070855,7070807,7070832,7070839,,,,,,,,,7070821,7070809,7070828,7070837,7070836,,,,,,,,,,,7070854,7070829,7070847,7070812,7070835,,,,,,,,,,,70708
7070860,1,7070837,7070833,7070830,7070801,,,,,,,,,,,,7070807,7070813,,,,,,,,,,,,,,7070857,7070805,7070855,7070832,7070839,7070856,,,,,,,,,,7070810,7070840,,,,,,,,,,,,,,7070801,7070849,,,,,,,,,,,,,,70708
7070901,1,7070916,7070936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070902,1,7070940,7070933,7070945,7070943,7070903,7070959,7070961,7070954,,,,,,,,7070930,7070947,7070923,,,,,,,,,,,,,7070901,7070917,7070956,7070916,7070943,7070936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070903,7,7070937,7070920,7070904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070904,1,7070920,7070903,7070912,7070949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070905,1,7070922,7070929,7070944,,,,,,,,,,,,,7070955,7070906,7070922,7070905,7070944,7070929,,,,,,,,,,7070947,7070930,7070923,7070939,7070908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070906,1,7070955,7070929,7070922,7070944,7070924,,,,,,,,,,,7070960,7070940,7070909,7070902,7070963,,,,,,,,,,,7070901,7070956,7070936,7070913,7070916,,,,,,,,,,,7070950,7070937,7070903,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070907,1,7070954,7070959,7070950,,,,,,,,,,,,,7070942,7070915,7070919,7070932,7070918,7070911,7070953,7070961,,,,,,,,7070957,7070905,7070929,7070955,,,,,,,,,,,,7070903,7070920,7070904,,,,,,,,,,,,,7070907,7070959,7070950,7070954,,,,,,,,,,,,70709
7070908,1,7070957,7070930,7070939,7070921,7070923,7070960,7070928,7070943,7070931,,,,,,,7070960,7070940,7070963,7070902,7070909,7070921,7070945,,,,,,,,,7070950,7070954,7070961,7070904,7070903,7070920,7070959,7070907,,,,,,,,7070960,7070906,7070963,,,,,,,,,,,,,7070957,7070955,7070922,7070929,,,,,,,,,,,,70709
7070909,1,7070940,7070923,7070933,7070945,7070902,7070963,7070960,,,,,,,,,7070965,7070927,7070914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070910,2,,,,,,,,,,,,,,,,7070959,7070950,7070907,7070903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070911,,7070942,7070961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070912,1,7070949,7070942,7070904,7070913,7070953,7070938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070913,1,7070956,,,,,,,,,,,,,,,7070956,7070913,7070901,7070916,7070936,7070917,7070943,,,,,,,,,7070930,7070947,7070923,,,,,,,,,,,,,7070955,7070929,7070944,7070906,7070922,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070914,1,7070946,7070965,7070910,7070952,7070927,7070938,7070951,7070948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070915,1,7070962,7070942,7070911,7070953,7070919,,,,,,,,,,,7070942,7070953,7070962,,,,,,,,,,,,,7070957,7070949,7070941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070917,1,7070936,7070943,7070916,,,,,,,,,,,,,7070947,7070930,,,,,,,,,,,,,,7070952,7070915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070918,2,,,,,,,,,,,,,,,,7070930,7070947,,,,,,,,,,,,,,7070939,7070923,,,,,,,,,,,,,,7070953,7070918,7070942,,,,,,,,,,,,,7070938,7070927,,,,,,,,,,,,,,70709
7070919,1,7070941,7070952,7070915,7070958,,,,,,,,,,,,7070942,7070911,7070962,,,,,,,,,,,,,7070927,7070952,7070965,,,,,,,,,,,,,7070947,7070939,7070923,7070930,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070920,,7070903,7070904,7070907,7070954,7070959,7070950,7070961,,,,,,,,,7070909,7070902,7070933,7070945,7070940,7070960,7070963,,,,,,,,,7070934,7070931,7070925,7070958,7070941,7070949,,,,,,,,,,7070919,7070932,7070942,7070911,7070953,7070962,7070918,,,,,,,,,7070965,7070946,7070952,7070914,7070951,7070927,,,,,,,,,,70709
7070921,1,7070929,7070935,7070957,,,,,,,,,,,,,7070935,7070957,7070908,7070923,7070939,7070947,7070930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070922,1,7070955,7070905,7070929,7070944,,,,,,,,,,,,7070957,7070905,7070913,7070929,7070955,,,,,,,,,,,7070944,7070923,7070928,7070924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070923,1,7070930,7070947,7070909,,,,,,,,,,,,,7070939,7070928,,,,,,,,,,,,,,7070909,7070933,7070902,7070960,7070963,7070945,7070940,,,,,,,,,7070901,7070916,7070917,7070943,7070956,,,,,,,,,,,7070944,7070905,7070906,7070924,,,,,,,,,,,,70709
7070924,1,7070928,7070963,7070904,7070955,7070922,7070944,,,,,,,,,,7070947,7070930,7070923,,,,,,,,,,,,,7070939,7070928,,,,,,,,,,,,,,7070906,7070955,,,,,,,,,,,,,,7070929,7070905,,,,,,,,,,,,,,70709
7070925,1,7070946,7070958,7070910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070926,2,,,,,,,,,,,,,,,,7070911,7070961,,,,,,,,,,,,,,7070927,7070914,7070965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070927,1,7070938,7070946,,,,,,,,,,,,,,7070927,7070938,7070946,7070952,7070948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070928,1,7070939,7070963,7070924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070929,1,7070944,7070955,7070922,7070905,7070906,7070957,,,,,,,,,,7070945,7070902,7070909,7070940,7070963,,,,,,,,,,,7070944,7070955,7070929,7070922,7070924,7070906,7070905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070930,1,7070947,7070923,,,,,,,,,,,,,,7070940,7070920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070931,1,7070932,7070941,7070949,,,,,,,,,,,,,7070950,7070959,7070903,7070907,7070951,7070904,7070920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070932,1,7070919,7070931,7070953,,,,,,,,,,,,,7070942,7070911,7070962,7070915,,,,,,,,,,,,7070959,7070950,7070907,7070937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070933,1,7070945,7070909,7070902,7070960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070935,1,7070921,7070957,7070939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070936,1,7070916,7070956,,,,,,,,,,,,,,7070917,7070943,7070916,,,,,,,,,,,,,7070956,7070901,7070913,,,,,,,,,,,,,7070944,7070929,7070928,,,,,,,,,,,,,7070940,7070960,7070909,,,,,,,,,,,,,70709
7070937,1,7070907,7070950,7070959,7070903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070938,1,7070927,7070946,7070942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070939,1,7070947,7070923,,,,,,,,,,,,,,7070956,7070916,7070936,7070901,7070917,7070943,,,,,,,,,,7070937,7070907,7070903,7070954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070940,1,7070909,7070960,7070902,7070933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070941,1,7070919,7070949,7070958,7070942,7070915,,,,,,,,,,,7070951,7070907,7070937,7070918,,,,,,,,,,,,7070953,7070965,7070903,7070932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070942,1,7070911,7070962,7070938,7070961,7070949,,,,,,,,,,,7070930,7070947,7070923,,,,,,,,,,,,,7070907,7070961,7070904,7070954,7070959,7070950,7070903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070943,1,7070917,7070936,7070901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070944,1,7070905,7070930,7070947,7070929,7070939,7070942,7070903,7070954,7070949,,,,,,,7070950,7070903,7070954,7070907,7070920,7070937,,,,,,,,,,7070956,7070916,7070936,7070917,7070901,7070943,,,,,,,,,,7070944,7070929,7070955,7070922,7070905,7070928,,,,,,,,,,7070930,7070947,7070923,,,,,,,,,,,,,70709
7070945,1,7070902,7070960,7070909,7070963,7070933,7070940,,,,,,,,,,7070930,7070947,7070923,,,,,,,,,,,,,7070943,7070917,7070956,7070901,7070936,7070916,7070913,,,,,,,,,7070944,7070929,7070955,7070905,7070906,7070922,7070928,,,,,,,,,,,,,,,,,,,,,,,,70709
7070946,1,7070927,,,,,,,,,,,,,,,7070927,7070938,7070952,7070946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070947,1,7070939,7070923,7070930,7070909,7070917,,,,,,,,,,,7070902,7070940,7070944,7070927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070948,1,7070927,7070915,7070952,7070938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070949,1,7070942,7070951,7070911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070950,1,7070959,7070954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
7070951,1,7070950,7070907,7070937,7070910,,,,,,,,,,,,7070942,7070911,7070919,7070962,7070953,7070918,7070915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709
